ItemIndex,ItemGroup,Name,ItemType,MediumGroup,LowGroup,Class,Job,Gender,IsPeriod,IsAutoActive,Limite,FunctionIndex,LevelLimite,SortIndex,CanDelete,UI_Category,Unlock
111004903,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,21600,0,0,390508390,1,1,0
111004904,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,43200,0,0,390508390,1,1,0
111004905,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,72000,0,0,390508390,1,1,0
111004906,1110049,FAMAS-F1(NewBase),1,1,1,0,0,0,1,1,129600,0,0,390508390,1,1,0
111005001,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111005002,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111005003,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111005004,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111005005,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111005006,1110050,Amber FAMAS,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111005101,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,1440,0,0,390909000,0,1,0
111005102,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,10080,0,0,390909000,0,1,0
111005103,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,21600,0,0,390909000,0,1,0
111005104,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,43200,0,0,390909000,0,1,0
111005105,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,72000,0,0,390909000,0,1,0
111005106,1110051,Amber FAMAS Plus,1,1,1,0,0,0,1,0,129600,0,0,390909000,0,1,0
111005201,1110052,PDW K101-Aqua_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390909000,0,1,0
111005301,1110053,PDW K101_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390909000,0,1,0
111005401,1110054,M4a1-JadeEd_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390909000,0,1,0
111005501,1110055,M4a1_Unlimit,1,1,1,0,0,0,1,1,99999999,0,0,390909000,0,1,0
111005601,1110056,(Bombmode)PDW K101-Aqua,1,1,1,0,0,0,1,1,60,0,0,390909000,1,1,0
111005701,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111005702,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111005703,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111005704,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111005705,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111005706,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111005710,1110057,AUG A3 SE,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111005801,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,1440,0,0,390508390,0,1,0
111005802,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,10080,0,0,390508390,0,1,0
111005803,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,21600,0,0,390508390,0,1,0
111005804,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,43200,0,0,390508390,0,1,0
111005805,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,72000,0,0,390508390,0,1,0
111005806,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,129600,0,0,390508390,0,1,0
111005810,1110058,FN-SCAR-H SE,1,1,1,0,0,0,1,0,525600,0,0,390508390,0,1,0
111009999,1110099,XM177-EX,1,1,1,0,0,0,1,1,0,0,0,390508390,0,1,0
112000101,1120001,(Old)AK47,1,1,2,0,0,0,1,1,1440,0,0,390508200,1,1,0
112000102,1120001,(Old)AK47,1,1,2,0,0,0,1,1,10080,0,0,390508200,1,1,0
112000103,1120001,(Old)AK47,1,1,2,0,0,0,1,1,21600,0,0,390508200,1,1,0
112000104,1120001,(Old)AK47,1,1,2,0,0,0,1,1,43200,0,0,390508200,1,1,0
112000105,1120001,(Old)AK47,1,1,2,0,0,0,1,1,72000,0,0,390508200,1,1,0
112000201,1120002,(Old)PC_AK47,1,1,2,0,0,0,1,1,0,0,0,390508200,1,1,0
112000301,1120003,(Old)AK47 X-mas,1,1,2,0,0,0,1,0,1440,0,0,390908900,0,1,0
112000302,1120003,(Old)AK47 X-mas,1,1,2,0,0,0,1,0,10080,0,0,390908900,0,1,0
112000303,1120003,(Old)AK47 X-mas,1,1,2,0,0,0,1,0,21600,0,0,390908900,0,1,0
112000304,1120003,(Old)AK47 X-mas,1,1,2,0,0,0,1,0,43200,0,0,390908900,0,1,0
112000305,1120003,(Old)AK47 X-mas,1,1,2,0,0,0,1,0,72000,0,0,390908900,0,1,0
112000401,1120004,Precious AK47,1,1,2,0,0,0,1,0,1440,0,0,390908900,0,1,0
112000402,1120004,Precious AK47,1,1,2,0,0,0,1,0,10080,0,0,390908900,0,1,0
112000403,1120004,Precious AK47,1,1,2,0,0,0,1,0,21600,0,0,390908900,0,1,0
112000404,1120004,Precious AK47,1,1,2,0,0,0,1,0,43200,0,0,390908900,0,1,0
112000405,1120004,Precious AK47,1,1,2,0,0,0,1,0,72000,0,0,390908900,0,1,0
112000406,1120004,Precious AK47,1,1,2,0,0,0,1,0,129600,0,0,390908900,0,1,0
112000410,1120004,Precious AK47,1,1,2,0,0,0,1,0,525600,0,0,390908900,0,1,0
112000501,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,1440,0,0,390908900,0,1,0
112000502,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,10080,0,0,390908900,0,1,0
112000503,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,21600,0,0,390908900,0,1,0
112000504,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,43200,0,0,390908900,0,1,0
112000505,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,72000,0,0,390908900,0,1,0
112000506,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,129600,0,0,390908900,0,1,0
112000510,1120005,(Old)AK47-Gold,1,1,2,0,0,0,1,0,525600,0,0,390908900,0,1,0
112000601,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,1440,0,0,390508200,1,1,0
112000602,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,10080,0,0,390508200,1,1,0
112000603,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,21600,0,0,390508200,1,1,0
112000604,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,43200,0,0,390508200,1,1,0
112000605,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,72000,0,0,390508200,1,1,0
112000606,1120006,AK47(NewBase),1,1,2,0,0,0,1,1,129600,0,0,390508200,1,1,0
112000701,1120007,AK47-Gold,1,1,2,0,0,0,1,0,1440,0,0,390508200,0,1,0
112000702,1120007,AK47-Gold,1,1,2,0,0,0,1,0,10080,0,0,390508200,0,1,0
112000703,1120007,AK47-Gold,1,1,2,0,0,0,1,0,21600,0,0,390508200,0,1,0
112000704,1120007,AK47-Gold,1,1,2,0,0,0,1,0,43200,0,0,390508200,0,1,0
112000705,1120007,AK47-Gold,1,1,2,0,0,0,1,0,72000,0,0,390508200,0,1,0
112000706,1120007,AK47-Gold,1,1,2,0,0,0,1,0,129600,0,0,390508200,0,1,0
112000710,1120007,AK47-Gold,1,1,2,0,0,0,1,0,525600,0,0,390508200,0,1,0
113000101,1130001,(Old)M3TC,1,1,3,0,0,0,1,1,1440,0,0,390508100,1,1,0
113000102,1130001,(Old)M3TC,1,1,3,0,0,0,1,1,10080,0,0,390508100,1,1,0
113000103,1130001,(Old)M3TC,1,1,3,0,0,0,1,1,21600,0,0,390508100,1,1,0
113000104,1130001,(Old)M3TC,1,1,3,0,0,0,1,1,43200,0,0,390508100,1,1,0
113000105,1130001,(Old)M3TC,1,1,3,0,0,0,1,1,72000,0,0,390508100,1,1,0
113000201,1130002,(Old)Double-Barreled,1,1,3,0,0,0,1,1,1440,0,0,390508100,1,1,0
113000202,1130002,(Old)Double-Barreled,1,1,3,0,0,0,1,1,10080,0,0,390508100,1,1,0
113000203,1130002,(Old)Double-Barreled,1,1,3,0,0,0,1,1,21600,0,0,390508100,1,1,0
113000204,1130002,(Old)Double-Barreled,1,1,3,0,0,0,1,1,43200,0,0,390508100,1,1,0
113000205,1130002,(Old)Double-Barreled,1,1,3,0,0,0,1,1,72000,0,0,390508100,1,1,0
113000301,1130003,(Old)M3TC-C,1,1,3,0,0,0,1,1,1440,0,0,390107400,1,1,0
113000302,1130003,(Old)M3TC-C,1,1,3,0,0,0,1,1,10080,0,0,390107400,1,1,0
113000303,1130003,(Old)M3TC-C,1,1,3,0,0,0,1,1,21600,0,0,390107400,1,1,0
113000304,1130003,(Old)M3TC-C,1,1,3,0,0,0,1,1,43200,0,0,390107400,1,1,0
113000305,1130003,(Old)M3TC-C,1,1,3,0,0,0,1,1,72000,0,0,390107400,1,1,0
113000401,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,1440,0,0,390508100,1,1,0
113000402,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,10080,0,0,390508100,1,1,0
113000403,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,21600,0,0,390508100,1,1,0
113000404,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,43200,0,0,390508100,1,1,0
113000405,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,72000,0,0,390508100,1,1,0
113000406,1130004,Armsel Striker(NewBase),1,1,3,0,0,0,1,1,129600,0,0,390508100,1,1,0
113000501,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,1440,0,0,390508100,0,1,0
113000502,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,10080,0,0,390508100,0,1,0
113000503,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,21600,0,0,390508100,0,1,0
113000504,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,43200,0,0,390508100,0,1,0
113000505,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,72000,0,0,390508100,0,1,0
113000506,1130005,AA-12(NewBase),1,1,3,0,0,0,1,0,129600,0,0,390508100,0,1,0
113000601,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,1440,0,0,390508100,0,1,0
113000602,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,10080,0,0,390508100,0,1,0
113000603,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,21600,0,0,390508100,0,1,0
113000604,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,43200,0,0,390508100,0,1,0
113000605,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,72000,0,0,390508100,0,1,0
113000606,1130006,AA-12 Camo,1,1,3,0,0,0,1,0,129600,0,0,390508100,0,1,0
113000701,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,1440,0,0,390107400,0,1,0
113000702,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,10080,0,0,390107400,0,1,0
113000703,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,21600,0,0,390107400,0,1,0
113000704,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,43200,0,0,390107400,0,1,0
113000705,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,72000,0,0,390107400,0,1,0
113000706,1130007,(Old)Lizard M3TC_Cash,1,1,3,0,0,0,1,0,129600,0,0,390107400,0,1,0
113000801,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,1440,0,0,390107400,1,1,0
113000802,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,10080,0,0,390107400,1,1,0
113000803,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,21600,0,0,390107400,1,1,0
113000804,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,43200,0,0,390107400,1,1,0
113000805,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,72000,0,0,390107400,1,1,0
113000806,1130008,(Old)Lizard M3TC_Point,1,1,3,0,0,0,1,1,129600,0,0,390107400,1,1,0
113000901,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,1440,0,0,390508100,1,1,0
113000902,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,10080,0,0,390508100,1,1,0
113000903,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,21600,0,0,390508100,1,1,0
113000904,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,43200,0,0,390508100,1,1,0
113000905,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,72000,0,0,390508100,1,1,0
113000906,1130009,M3TC(NewBase),1,1,3,0,0,0,1,1,129600,0,0,390508100,1,1,0
113001001,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,1440,0,0,390107400,1,1,1
113001002,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,10080,0,0,390107400,1,1,1
113001003,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,21600,0,0,390107400,1,1,1
113001004,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,43200,0,0,390107400,1,1,1
113001005,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,72000,0,0,390107400,1,1,1
113001006,1130010,Lizard M3TC(Achieve),1,1,3,0,0,0,1,1,129600,0,0,390107400,1,1,1
113001101,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,1440,0,0,390908100,0,1,0
113001102,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,10080,0,0,390908100,0,1,0
113001103,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,21600,0,0,390908100,0,1,0
113001104,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,43200,0,0,390908100,0,1,0
113001105,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,72000,0,0,390908100,0,1,0
113001106,1130011,Lizard M3TC(Cash),1,1,3,0,0,0,1,0,129600,0,0,390908100,0,1,0
113001201,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,1440,0,0,390508100,1,1,0
113001202,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,10080,0,0,390508100,1,1,0
113001203,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,21600,0,0,390508100,1,1,0
113001204,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,43200,0,0,390508100,1,1,0
113001205,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,72000,0,0,390508100,1,1,0
113001206,1130012,Double-Barreled(NewBase),1,1,3,0,0,0,1,1,129600,0,0,390508100,1,1,0
113001301,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,1440,0,0,390508100,0,1,0
113001302,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,10080,0,0,390508100,0,1,0
113001303,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,21600,0,0,390508100,0,1,0
113001304,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,43200,0,0,390508100,0,1,0
113001305,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,72000,0,0,390508100,0,1,0
113001306,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,129600,0,0,390508100,0,1,0
113001310,1130013,Armsel Striker-Gold,1,1,3,0,0,0,1,0,525600,0,0,390508100,0,1,0
113001401,1130014,(Bombmode)Double-Barreled,1,1,3,0,0,0,1,1,60,0,0,390508100,1,1,0
114000101,1140001,(Old)SVD Tiger,1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114000102,1140001,(Old)SVD Tiger,1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114000103,1140001,(Old)SVD Tiger,1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114000104,1140001,(Old)SVD Tiger,1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114000105,1140001,(Old)SVD Tiger,1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114000201,1140002,(Old)DSR-E1,1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114000202,1140002,(Old)DSR-E1,1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114000203,1140002,(Old)DSR-E1,1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114000204,1140002,(Old)DSR-E1,1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114000205,1140002,(Old)DSR-E1,1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114000301,1140003,(Old)AWM300,1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114000302,1140003,(Old)AWM300,1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114000303,1140003,(Old)AWM300,1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114000304,1140003,(Old)AWM300,1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114000305,1140003,(Old)AWM300,1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114000401,1140004,(Old)Argent SVD,1,1,4,0,0,0,1,1,1440,0,0,390107390,1,1,0
114000402,1140004,(Old)Argent SVD,1,1,4,0,0,0,1,1,10080,0,0,390107390,1,1,0
114000403,1140004,(Old)Argent SVD,1,1,4,0,0,0,1,1,21600,0,0,390107390,1,1,0
114000404,1140004,(Old)Argent SVD,1,1,4,0,0,0,1,1,43200,0,0,390107390,1,1,0
114000405,1140004,(Old)Argent SVD,1,1,4,0,0,0,1,1,72000,0,0,390107390,1,1,0
114000501,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,1440,0,0,390508000,0,1,0
114000502,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,10080,0,0,390508000,0,1,0
114000503,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,21600,0,0,390508000,0,1,0
114000504,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,43200,0,0,390508000,0,1,0
114000505,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,72000,0,0,390508000,0,1,0
114000506,1140005,JNG-90(NewBase),1,1,4,0,0,0,1,0,129600,0,0,390508000,0,1,0
114000601,1140006,JNG-90-C,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114000602,1140006,JNG-90-C,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114000603,1140006,JNG-90-C,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114000604,1140006,JNG-90-C,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114000605,1140006,JNG-90-C,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114000606,1140006,JNG-90-C,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114000701,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114000702,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114000703,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114000704,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114000705,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114000706,1140007,(Old)AWM300-Gold,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114000801,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114000802,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114000803,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114000804,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114000805,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114000806,1140008,(Old)AWM300-GoldMarble,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114000901,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114000902,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114000903,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114000904,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114000905,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114000906,1140009,(Old)AWM 300-Cute,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114001001,1140010,(Old)AWM 300-Cute Silencer,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114001002,1140010,(Old)AWM 300-Cute Silencer,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114001003,1140010,(Old)AWM 300-Cute Silencer,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114001004,1140010,(Old)AWM 300-Cute Silencer,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114001005,1140010,(Old)AWM 300-Cute Silencer,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114001101,1140011,(Old)AWM 300-Aqua,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114001102,1140011,(Old)AWM 300-Aqua,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114001103,1140011,(Old)AWM 300-Aqua,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114001104,1140011,(Old)AWM 300-Aqua,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114001105,1140011,(Old)AWM 300-Aqua,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114001201,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114001202,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114001203,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114001204,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114001205,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114001206,1140012,AWM 300-Aqua Silencer,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114001301,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114001302,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114001303,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114001304,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114001305,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114001306,1140013,Dust DSR-E1,1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114001401,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114001402,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114001403,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114001404,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114001405,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114001406,1140014,SVD Tiger(NewBase),1,1,4,0,0,0,1,1,129600,0,0,390508000,1,1,0
114001501,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,1440,0,0,390107390,1,1,1
114001502,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,10080,0,0,390107390,1,1,1
114001503,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,21600,0,0,390107390,1,1,1
114001504,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,43200,0,0,390107390,1,1,1
114001505,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,72000,0,0,390107390,1,1,1
114001506,1140015,Argent SVD(Achieve),1,1,4,0,0,0,1,1,129600,0,0,390107390,1,1,1
114001601,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114001602,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114001603,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
114001604,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,43200,0,0,390908700,0,1,0
114001605,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,72000,0,0,390908700,0,1,0
114001606,1140016,Argent SVD(Cash),1,1,4,0,0,0,1,0,129600,0,0,390908700,0,1,0
114001701,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114001702,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114001703,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114001704,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114001705,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114001706,1140017,DSR-E1(NewBase),1,1,4,0,0,0,1,1,129600,0,0,390508000,1,1,0
114001801,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,1440,0,0,390508000,1,1,0
114001802,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,10080,0,0,390508000,1,1,0
114001803,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,21600,0,0,390508000,1,1,0
114001804,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,43200,0,0,390508000,1,1,0
114001805,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,72000,0,0,390508000,1,1,0
114001806,1140018,AWM 300(NewBase),1,1,4,0,0,0,1,1,129600,0,0,390508000,1,1,0
114001901,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,1440,0,0,390508000,0,1,0
114001902,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,10080,0,0,390508000,0,1,0
114001903,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,21600,0,0,390508000,0,1,0
114001904,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,43200,0,0,390508000,0,1,0
114001905,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,72000,0,0,390508000,0,1,0
114001906,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,129600,0,0,390508000,0,1,0
114001910,1140019,AWM300-Gold,1,1,4,0,0,0,1,0,525600,0,0,390508000,0,1,0
114002001,1140020,A_SVD Silencer,1,1,4,0,0,0,1,0,1440,0,0,390908700,0,1,0
114002002,1140020,A_SVD Silencer,1,1,4,0,0,0,1,0,10080,0,0,390908700,0,1,0
114002003,1140020,A_SVD Silencer,1,1,4,0,0,0,1,0,21600,0,0,390908700,0,1,0
